Age,Gender,Weight (kg),Height (m),BMI,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,Workout_Type,diet_type,Carbs,Proteins,Fats,Calories,pct_carbs,protein_per_kg,lean_mass_kg,cal_balance,Calories_Burned,Burns Calories (per 30 min),Burns_Calories_Bin,cluster
46.88,Female,81.86,1.84,24.178875236294896,29.205619099306613,3.4,3.99,Intermediate,Cardio,Vegan,233.15,92.85,61.96,2359.0,0.6009640169089597,1.1342536037136575,57.95228020530761,1041.61,1317.39,336.01,Low,1
56.87,Female,55.96,1.99,14.1309562889826,18.561780415732706,3.0,3.0,Intermediate,Cardio,Balanced,191.41,75.52,51.1,1599.0,0.6018614596107285,1.3495353824160115,45.572827679355974,522.9000000000001,1076.1,332.51,Low,0
39.25,Male,63.41,1.56,26.056048652202495,28.81170376049376,2.4,1.98,Beginner,Strength,Vegan,159.59,63.19,42.41,1788.0,0.6017949394773559,0.9965305156915313,45.140498645470906,592.28,1195.72,339.31,Medium,0
50.07,Female,51.82,1.71,17.7216921445915,20.187724403961266,2.88,1.99,Beginner,Yoga,Low-Carb,274.39,109.37,72.88,1479.0,0.6008891030133147,2.11057506754149,41.35872121386728,510.55999999999995,968.44,342.91,Medium,0
58.05,Male,56.2,1.7,19.446366782006923,20.89755832432879,2.7,1.99,Beginner,HIIT,Vegetarian,209.0,82.47,54.39,1337.0,0.6042907534840687,1.4674377224199286,44.45557222172722,428.67999999999995,908.32,357.65,High,0
37.97,Female,68.57,1.92,18.60080295138889,20.71188017443406,3.02,3.98,Intermediate,Strength,Keto,281.96,111.85,75.23,1832.0,0.601142759679345,1.631179816246172,54.367863764390556,413.6600000000001,1418.34,369.73,Very High,0
22.63,Female,107.0,1.94,28.43022637899883,27.638054996354818,2.91,2.02,Beginner,Cardio,Vegan,153.09,61.56,40.93,2948.0,0.5989905313404804,0.5753271028037383,77.42728115390035,1758.92,1189.08,343.73,Medium,1
42.2,Male,71.12,1.87,20.338013669249904,22.046226201355097,3.38,2.98,Intermediate,Yoga,Paleo,259.78,103.72,69.89,1980.0,0.5994139227947114,1.4583802024746906,55.44072392559625,995.24,984.76,358.94,High,0
34.98,Female,69.5,1.79,21.690958459473798,20.35351955162593,2.29,2.98,Intermediate,Yoga,Paleo,298.18,119.63,79.49,1787.0,0.5995978282726724,1.721294964028777,55.35430391161998,1008.1,778.9,349.53,High,0
31.07,Female,77.56,1.7,26.837370242214536,27.340722205100864,1.78,4.01,Intermediate,Yoga,Paleo,221.35,89.29,59.35,2071.0,0.5982594124165518,1.1512377514182568,56.35453585772377,1169.5,901.5,352.13,High,0
42.98,Male,66.16,1.85,19.3308984660336,24.70957423835165,3.21,1.97,Beginner,HIIT,Vegan,293.29,117.12,78.86,1699.0,0.5994440697365463,1.7702539298669893,49.81214568390654,271.20000000000005,1427.8,370.45,Very High,0
18.0,Male,69.9,1.61,26.966552216349676,23.99179485610644,2.5,2.01,Beginner,HIIT,Balanced,205.53,83.79,55.11,2047.0,0.5967250239526174,1.1987124463519314,53.129735395581605,475.43000000000006,1571.57,329.96,Low,0
44.84,Female,46.61,1.79,14.546986673324803,14.526526106172764,2.42,3.04,Intermediate,Cardio,Keto,206.22,84.05,55.22,1344.0,0.5968913716750123,1.8032611027676464,39.83918618191287,-58.76999999999998,1402.77,365.55,Very High,0
35.08,Female,51.05,1.6,19.941406249999996,20.983582010634155,1.91,4.0,Intermediate,Yoga,Vegan,180.46,72.37,48.06,1418.0,0.5997540629465918,1.4176297747306563,40.337881383571265,677.02,740.98,333.2,Low,0
52.81,Female,56.71,1.59,22.431865828092242,21.817264373561432,2.0,3.02,Intermediate,Yoga,Low-Carb,256.84,103.84,69.06,1659.0,0.597663703634756,1.8310703579615588,44.33742937375332,578.0999999999999,1080.9,336.69,Low,0
20.98,Male,60.03,1.7,20.771626297577857,23.44980575773044,2.7,5.01,Advanced,Strength,Vegan,393.44,156.34,104.55,1713.0,0.6012868124646585,2.6043644844244542,45.95308160363442,-603.5999999999999,2316.6,368.12,Very High,0
49.75,Female,45.84,1.67,16.436587902040234,17.752764585290848,2.79,4.03,Intermediate,Strength,Keto,241.54,97.15,65.21,1319.0,0.5980193117108196,2.119328097731239,37.70213271410268,-161.82999999999993,1480.83,352.59,High,0
31.85,Male,65.29,1.63,24.573751364372015,24.63796299834742,3.4,1.98,Beginner,Yoga,Low-Carb,243.38,98.29,65.46,1653.0,0.5977943163117432,1.5054372798284577,49.20387395837898,1271.24,381.76,344.53,Medium,0
45.01,Female,89.77,1.81,27.40148347120051,27.85429967432916,3.5,4.97,Advanced,HIIT,Vegetarian,281.99,113.8,75.01,2341.0,0.5989592183517417,1.2676840815417179,64.76519518235472,-104.30000000000018,2445.3,355.38,High,1
38.94,Male,85.29,1.89,23.876711178298482,25.553869998977667,3.6,2.01,Beginner,Cardio,Low-Carb,191.54,76.19,51.6,2118.0,0.5998183697115835,0.8933051940438503,63.49510427787195,1441.63,676.37,336.13,Low,1
18.02,Male,83.65,1.96,21.774781341107875,22.468097493736487,3.51,4.0,Advanced,Strength,Vegetarian,195.85,78.96,52.92,2333.0,0.5975955817288621,0.9439330543933053,64.85543644648943,203.5999999999999,2129.4,333.51,Low,1
53.97,Male,78.67,1.66,28.54913630425316,28.936498346745,2.6,3.0,Intermediate,Strength,Balanced,237.74,95.96,63.87,2226.0,0.59798274517695,1.2197788229312316,55.90565675061571,680.31,1545.69,333.48,Low,0
44.85,Female,81.06,1.61,31.27194166891709,34.508041419762094,2.19,3.98,Intermediate,Cardio,Keto,306.57,122.32,81.26,2438.0,0.600940899735372,1.5090056748087834,53.08778162514085,1342.69,1095.31,361.42,Very High,1
27.05,Female,57.99,1.79,18.098686058487562,19.0161370900142,1.5,2.01,Beginner,Strength,Paleo,208.92,84.52,55.83,1470.0,0.598161880493601,1.457492671150198,46.962542101500766,85.25999999999999,1384.74,354.5,High,0
26.06,Female,53.89,1.53,23.02106027596224,24.34453402410909,1.69,2.98,Beginner,Cardio,Low-Carb,277.79,111.64,73.76,1423.0,0.5997322912843542,2.0716273891259975,40.77073061440761,419.79999999999995,1003.2,364.9,Very High,0
32.46,Female,113.39,1.99,28.63311532537057,33.51948830097942,3.39,2.02,Beginner,HIIT,Balanced,244.62,96.73,63.98,2961.0,0.6035082525349714,0.8530734632683659,75.38225221551944,1291.2,1669.8,355.5,High,1
52.57,Female,125.3,1.91,34.346646199391465,35.0,3.07,1.98,Beginner,Strength,Vegan,176.04,71.13,47.27,3194.0,0.5978807227278902,0.5676775738228252,81.44500000000001,2678.73,515.27,377.53,Very High,1
32.98,Female,40.84,1.62,15.561652187166588,19.16517151609006,1.51,4.04,Intermediate,HIIT,Vegetarian,281.43,111.47,75.07,1355.0,0.6013847041477018,2.7294319294809006,33.01294395282882,-43.02999999999997,1398.03,352.92,High,0
36.65,Male,88.82,1.95,23.358316896778433,24.630072217128912,3.48,4.99,Advanced,Cardio,Low-Carb,217.09,86.93,57.76,2626.0,0.6000608104372824,0.978721008781806,66.9435698567461,979.01,1646.99,359.03,High,1
38.12,Female,86.24,1.8,26.61728395061728,27.51871211329137,3.5,4.0,Advanced,Strength,Balanced,211.94,84.14,56.72,2515.0,0.6007369614512472,0.9756493506493508,62.50786267349751,502.5999999999999,2012.4,355.84,High,1
20.25,Male,55.09,1.6,21.519531249999996,23.64939726326874,3.19,4.0,Intermediate,Yoga,Vegan,323.48,129.51,86.76,1566.0,0.5993144974525243,2.350880377563986,42.06154704766526,751.72,814.28,363.02,Very High,0
40.24,Male,88.21,1.87,25.22519946238096,24.216485074984003,3.49,4.98,Advanced,Strength,Keto,151.59,60.34,40.29,2339.0,0.601022916501467,0.6840494275025508,66.8486385153566,45.80000000000018,2293.2,333.8,Low,1
32.33,Female,87.6,1.88,24.784970574920777,27.274307377124018,3.5,5.0,Advanced,HIIT,Vegetarian,218.53,86.9,57.64,2438.0,0.601894951386785,0.9920091324200915,63.707706737639356,266.07000000000016,2171.93,336.77,Low,1
18.0,Female,126.09,1.67,45.2113736598659,35.0,2.21,2.99,Intermediate,HIIT,Low-Carb,294.76,118.47,79.31,3296.0,0.5984488569456288,0.9395669759695455,81.9585,1355.6,1940.4,364.62,Very High,1
55.24,Male,70.69,1.62,26.935680536503575,29.25885378204688,1.77,2.97,Beginner,Strength,Vegetarian,215.71,86.92,57.84,1794.0,0.5984131827891364,1.2295940019804783,50.00691626147106,1259.8899999999999,534.11,346.6,Medium,0
28.71,Male,62.67,1.6,24.480468749999996,26.851426448220003,1.71,2.97,Intermediate,Cardio,Balanced,239.09,95.67,63.84,1617.0,0.5998243853487205,1.5265677357587362,45.84221104490052,569.73,1047.27,354.11,High,0
22.02,Male,107.18,1.74,35.4009776720835,35.0,2.2,2.01,Beginner,HIIT,Low-Carb,291.47,116.41,77.54,2706.0,0.6004490956285279,1.086116812838216,69.667,1076.96,1629.04,370.49,Very High,1
50.28,Male,45.18,1.67,16.19993545842447,22.028727667277508,2.8,3.96,Intermediate,HIIT,Paleo,241.87,96.82,64.65,1263.0,0.5996677740863787,2.1429836210712705,35.22742083992402,-540.8800000000001,1803.88,353.36,High,0
44.3,Female,61.78,1.56,25.38625904010519,26.72064767109377,2.61,4.02,Intermediate,Strength,Vegan,235.94,93.27,62.24,1867.0,0.6027334270021715,1.5097118808675947,45.27198386879827,342.93000000000006,1524.07,344.6,Medium,0
53.82,Female,67.04,1.54,28.267836060043855,29.81538658558159,1.52,2.97,Beginner,Strength,Balanced,387.9,155.22,103.72,1746.0,0.5996846206171541,2.3153341288782814,47.05176483302611,1033.2,712.8,344.43,Medium,0
41.13,Male,63.4,1.59,25.07812190973458,27.50101549071585,2.7,5.02,Advanced,Strength,Low-Carb,196.66,78.92,52.63,1758.0,0.599189543280217,1.2447949526813882,45.96435617888615,-386.52,2144.52,332.31,Low,0
42.67,Female,109.73,1.76,35.42419938016529,34.162149743774506,3.4,3.03,Beginner,Strength,Vegan,282.44,111.84,75.42,2718.0,0.6013199914839259,1.0192290166772988,72.24387308615624,1638.9,1079.1,371.96,Very High,1
23.09,Female,60.54,1.59,23.946837545983147,25.074291680960552,2.7,4.0,Advanced,Yoga,Paleo,221.8,89.01,59.6,1660.0,0.5987959288356146,1.4702675916749257,45.36002381634648,265.95000000000005,1394.05,354.81,High,0
35.96,Male,69.91,1.65,25.67860422405877,30.34060398777172,2.71,2.97,Beginner,Cardio,Paleo,257.94,103.2,68.34,2003.0,0.6005867560771165,1.4761836647117723,48.69888375214879,921.5799999999999,1081.42,341.29,Medium,0
33.93,Male,68.79,1.53,29.386133538382676,30.395498562302272,2.1,2.0,Beginner,HIIT,Paleo,270.62,108.54,72.66,1701.0,0.5989553361958302,1.577845617095508,47.88093653899227,46.309999999999945,1654.69,334.6,Low,0
32.14,Male,86.22,1.6,33.67968749999999,35.0,3.5,5.0,Advanced,Cardio,Keto,198.74,79.49,52.96,2457.0,0.6000785047857725,0.921943864532591,56.043,400.9699999999998,2056.03,340.9,Medium,1
56.84,Female,78.08,1.62,29.75156226185032,28.94406442360028,1.99,4.0,Intermediate,Strength,Balanced,184.72,74.43,49.54,2140.0,0.5983996890083902,0.953253073770492,55.4804744980529,1061.8,1078.2,337.05,Low,1
24.98,Male,76.91,1.96,20.02030403998334,24.06786771429301,2.27,2.99,Beginner,Cardio,Keto,242.39,97.41,64.86,1944.0,0.5989966885780655,1.2665453127031596,58.39940294093724,1354.4,589.6,333.44,Low,0
22.9,Male,64.02,1.7,22.152249134948097,27.3470594741502,1.69,2.02,Beginner,HIIT,Balanced,192.2,77.96,51.05,1502.0,0.5983624420161265,1.2177444548578569,46.512412524649044,885.46,616.54,345.94,Medium,0
22.91,Female,58.16,1.71,19.889880647036694,19.231799410309737,3.4,2.98,Intermediate,Cardio,Balanced,179.8,72.03,47.75,1569.0,0.6001735763402096,1.2384800550206327,46.97478546296386,465.0,1104.0,337.96,Medium,0
32.4,Female,48.74,1.62,18.57186404511507,25.390134990801187,2.5,2.99,Intermediate,HIIT,Balanced,249.55,98.54,66.14,1353.0,0.6024430871737924,2.0217480508822323,36.364848205483504,-203.29999999999995,1556.3,332.73,Low,0
51.86,Male,85.05,1.84,25.1211011342155,25.28019982926428,3.22,2.01,Beginner,Cardio,Balanced,275.16,110.24,72.86,2329.0,0.6004451621350325,1.2961787184009406,63.54919004521073,1278.94,1050.06,336.72,Low,1
39.03,Male,60.29,1.83,18.002926334020124,22.51017986035625,2.31,4.01,Intermediate,HIIT,Paleo,220.24,87.18,57.94,1645.0,0.6028027151302825,1.4460109470890696,46.71861256219122,-122.32999999999993,1767.33,353.85,High,0
46.13,Female,52.11,1.65,19.140495867768596,21.81254188459476,1.91,2.04,Beginner,HIIT,Vegan,188.13,75.25,50.42,1340.0,0.5995219885277246,1.4440606409518326,40.74348442393767,481.67999999999995,858.32,328.8,Low,0
19.86,Female,124.11,1.82,37.46830092983939,35.0,3.18,3.02,Intermediate,Strength,Paleo,278.66,112.69,74.76,3364.0,0.5978417111840553,0.9079848521472886,80.67150000000001,2024.8,1339.2,365.11,Very High,1
39.25,Male,56.69,1.6,22.144531249999996,24.24603953835414,2.01,2.01,Beginner,HIIT,Vegetarian,205.88,82.81,55.31,1567.0,0.5984883720930232,1.460751455283119,42.94492018570704,493.03999999999996,1073.96,331.31,Low,0
33.86,Female,53.77,1.52,23.273026315789476,25.31823255935358,2.2,2.98,Beginner,Strength,Paleo,220.81,88.46,59.11,1540.0,0.5994082197730605,1.645155291054491,40.15638635283559,420.28,1119.72,344.69,Medium,0
57.82,Male,56.3,1.7,19.48096885813149,22.13261644433279,2.69,1.97,Beginner,Cardio,Keto,203.68,82.26,55.33,1359.0,0.596829489846749,1.461101243339254,43.83933694184064,716.6,642.4,358.73,High,0
33.53,Female,67.69,1.75,22.102857142857143,22.67962536719255,1.7,1.99,Beginner,Yoga,Paleo,202.22,80.78,54.2,1735.0,0.5997034400948992,1.1933815925542917,52.338161588947365,1181.6100000000001,553.39,368.79,Very High,0
43.84,Male,95.1,1.84,28.08955576559546,29.33539637707803,3.1,4.0,Intermediate,HIIT,Low-Carb,295.99,118.58,79.6,2470.0,0.5989639192990267,1.2468980021030496,67.2020380453988,818.6199999999999,1651.38,337.24,Low,1
49.89,Male,89.71,1.71,30.679525324031328,30.039821010302465,3.38,3.99,Intermediate,Cardio,Low-Carb,258.17,103.13,68.58,2294.0,0.6005629477993859,1.149593133429941,62.76127657165765,1265.94,1028.06,371.01,Very High,1
41.12,Male,61.8,1.64,22.977394408090426,25.69534684500549,2.68,3.99,Advanced,HIIT,Paleo,217.81,87.78,57.99,1605.0,0.5990703559051652,1.4203883495145633,45.9202756497866,-1157.02,2762.02,351.32,High,0
31.52,Female,69.85,1.62,26.615607376924242,27.19413925180138,1.79,1.97,Beginner,Strength,Keto,199.92,80.42,53.61,1786.0,0.5986524928881569,1.1513242662848964,50.85489373261673,548.5,1237.5,365.99,Very High,0
52.76,Female,52.08,1.74,17.2017439556084,22.27951252901316,3.7,3.01,Intermediate,Cardio,Vegan,307.3,123.26,82.22,1356.0,0.5992823433051212,2.3667434715821813,40.476829874889944,165.5999999999999,1190.4,358.32,High,0
43.96,Female,89.85,1.99,22.688820989368953,28.14192038747301,2.02,3.98,Intermediate,Strength,Low-Carb,320.62,128.7,86.15,2684.0,0.598763702915196,1.4323873121869783,64.5644845318555,1181.55,1502.45,338.86,Medium,1
18.64,Female,63.26,1.59,25.022744353467026,25.52921479402755,2.7,4.01,Advanced,Strength,Paleo,215.71,86.29,57.47,1931.0,0.6000778924527777,1.3640531141321532,47.110218721298175,-255.2199999999998,2186.22,353.96,High,0
25.04,Male,47.12,1.71,16.114359974009098,18.43277942266828,2.5,2.0,Beginner,Yoga,Vegetarian,315.07,126.64,85.22,1194.0,0.5979352096103847,2.6876061120543295,38.434474336038704,607.13,586.87,342.17,Medium,0
26.89,Female,52.94,1.58,21.206537413875978,25.4528408502641,1.81,4.01,Intermediate,Cardio,Paleo,271.15,107.93,72.0,1482.0,0.6011128846324377,2.038723082735172,39.46526605387019,284.0,1198.0,351.13,High,0
55.01,Female,75.71,1.71,25.891727369105023,26.46914330696456,2.0,4.02,Intermediate,Cardio,Low-Carb,308.14,123.26,81.93,2030.0,0.6002766251728908,1.628054418174614,55.67021160229713,1032.4299999999998,997.57,366.81,Very High,0
54.26,Female,78.63,1.6,30.714843749999993,30.231474823044184,2.39,4.0,Intermediate,Yoga,Keto,174.73,69.8,46.81,2130.0,0.5997460012356697,0.8877018949510365,54.85899134664036,1330.8,799.2,344.42,Medium,1
30.01,Male,100.47,1.68,35.59736394557824,34.650821042145346,2.88,3.98,Intermediate,Cardio,Vegetarian,194.5,76.6,52.07,2789.0,0.6018504192839682,0.7624166417836169,65.65632009895657,1377.8,1411.2,370.58,Very High,1
31.96,Male,88.25,1.88,24.968877320054325,25.10897261011872,3.5,4.99,Advanced,Cardio,Vegan,217.0,87.37,58.44,2410.0,0.5981092031641906,0.990028328611898,66.09133167157023,821.25,1588.75,336.68,Low,1
24.24,Male,88.21,1.79,27.530351736837176,27.35612879616741,3.5,3.98,Advanced,Cardio,Low-Carb,171.44,69.17,46.03,2449.0,0.5981021490371198,0.7841514567509353,64.07915878890073,620.01,1828.99,349.79,High,1
27.24,Male,76.51,1.97,19.714499214099824,20.22275751881123,2.3,1.99,Beginner,HIIT,Balanced,302.26,120.53,80.26,2153.0,0.6008547858065799,1.5753496274996732,61.037568222357535,797.8,1355.2,353.24,High,0
48.96,Female,78.56,1.61,30.307472705528333,31.936374800494388,3.4,2.99,Intermediate,HIIT,Balanced,199.62,79.96,53.39,2078.0,0.5995134696819534,1.0178207739307534,53.470783956731616,694.31,1383.69,350.72,High,1
43.35,Male,46.58,1.63,17.53170988746283,22.48676137267121,2.11,2.04,Beginner,Yoga,Keto,233.28,94.38,63.05,1361.0,0.5970668782472934,2.026191498497209,36.105666552609755,582.2,778.8,348.35,Medium,0
19.97,Male,76.54,1.62,29.164761469288216,28.60575218548404,2.59,4.01,Intermediate,Cardio,Keto,199.94,80.88,53.36,2147.0,0.5983003171943264,1.0567023778416513,54.64515727723052,851.0,1296.0,331.94,Low,1
20.92,Female,96.36,1.72,32.57166035694971,33.937467929900976,2.78,3.01,Beginner,Yoga,Low-Carb,192.9,77.21,51.26,2520.0,0.6002427108939852,0.8012660855126608,63.65785590274742,1689.1599999999999,830.84,342.33,Medium,1
33.52,Male,52.93,1.78,16.705592728190883,22.287172875341497,2.7,4.0,Intermediate,Yoga,Balanced,211.91,84.02,56.5,1599.0,0.6012825241892007,1.5873795579066692,41.133399397081746,604.57,994.43,359.75,High,0
38.15,Male,44.69,1.68,15.834041950113381,21.91252680310157,2.42,2.98,Intermediate,Cardio,Vegetarian,282.66,113.43,75.62,1186.0,0.5992240995526913,2.5381517117923478,34.89729177169391,214.77999999999997,971.22,337.18,Low,0
45.27,Female,93.48,1.91,25.624297579561965,27.78123515179089,3.71,2.98,Intermediate,Yoga,Vegetarian,240.49,97.25,64.81,2667.0,0.5974164700037262,1.040329482242191,67.51010138010588,1932.6,734.4,360.35,High,1
26.96,Male,71.94,1.97,18.536937308356308,21.88048171308352,3.59,2.99,Beginner,Cardio,Vegetarian,210.0,83.33,55.3,1717.0,0.602357800533517,1.1583263830970254,56.199181455607714,1066.3899999999999,650.61,356.69,High,0
59.35,Male,85.48,1.67,30.65007709132633,28.098118362503502,3.51,4.98,Advanced,Yoga,Vegetarian,216.73,85.9,57.48,2570.0,0.60184388103635,1.0049134300421152,61.461728423732005,1017.8,1552.2,366.85,Very High,1
39.63,Male,63.29,1.63,23.820994391960557,24.77781658526913,3.39,2.0,Beginner,HIIT,Vegetarian,255.27,102.61,68.6,1681.0,0.5985509285312324,1.6212671828092906,47.608119883183164,109.43000000000006,1571.57,328.3,Low,0
42.72,Female,82.68,1.85,24.157779401022644,24.475117733358623,3.1,3.99,Intermediate,Strength,Balanced,156.94,63.03,41.66,2247.0,0.5998547567175018,0.7623367198838896,62.443972658059096,929.4000000000001,1317.6,370.23,Very High,1
30.93,Male,66.79,1.67,23.94851016529815,22.14466223400196,1.49,3.99,Intermediate,Cardio,Low-Carb,191.25,76.13,51.14,1670.0,0.6004332537988196,1.1398412936068272,51.9995800939101,689.98,980.02,329.1,Low,0
50.11,Male,51.53,1.5,22.90222222222222,25.917782564179856,2.2,3.04,Beginner,HIIT,Keto,226.45,90.25,60.64,1433.0,0.6001219059733927,1.7514069474092762,38.17456664467812,-165.6500000000001,1598.65,350.23,High,0
30.6,Male,60.17,1.76,19.42471590909091,22.1633750955562,2.71,4.0,Advanced,Cardio,Balanced,186.37,74.11,48.9,1547.0,0.6023983450772513,1.2316769154063487,46.834297205003836,-348.71000000000004,1895.71,355.85,High,0
30.77,Female,77.2,1.62,29.416247523243403,30.07535924397128,2.28,4.0,Intermediate,HIIT,Vegan,312.71,124.69,83.16,2156.0,0.6007184570462579,1.6151554404145076,53.981822663654164,318.1400000000001,1837.86,343.61,Medium,0
22.99,Female,107.45,1.93,28.846411984214342,30.072377761429337,3.1,3.97,Intermediate,HIIT,Paleo,304.64,121.79,81.7,2879.0,0.5995316159250585,1.1334574220567706,75.13723009534418,1371.69,1507.31,369.53,Very High,1
23.09,Male,83.52,1.99,21.090376505643796,23.76483739394776,3.51,3.99,Advanced,Yoga,Low-Carb,176.29,69.84,47.09,2268.0,0.6012209262669667,0.8362068965517242,63.67160780857483,865.0799999999999,1402.92,348.02,Medium,1
18.85,Male,81.34,1.96,21.173469387755105,27.207048666761505,3.47,5.0,Advanced,Strength,Low-Carb,180.82,72.5,47.82,2257.0,0.6004516171880189,0.8913203835751168,59.209786614456185,44.0,2213.0,357.75,High,1
29.37,Male,71.78,1.55,29.87721123829344,30.37081958940039,2.41,4.02,Intermediate,Cardio,Balanced,305.22,122.13,81.19,2066.0,0.6001887757108586,1.7014488715519642,49.979825698728405,912.0799999999999,1153.92,333.92,Low,0
41.12,Female,66.78,1.77,21.315713875323183,26.389359031205387,2.62,3.03,Intermediate,Yoga,Low-Carb,279.09,111.88,74.41,1827.0,0.5997034681335682,1.675351901766996,49.15718603896104,941.4,885.6,363.8,Very High,0
49.0,Female,106.26,1.64,39.50773349196908,35.0,3.09,2.99,Intermediate,Yoga,Paleo,252.04,101.18,67.64,2922.0,0.5988689825595209,0.9521927348014305,69.069,2050.8,871.2,365.61,Very High,1
53.84,Male,85.8,1.96,22.334443981674305,24.86017138982162,3.41,2.0,Beginner,Yoga,Vegetarian,267.95,108.13,71.87,2176.0,0.59816943855341,1.2602564102564102,64.46997294753305,1403.8,772.2,358.27,High,1
53.8,Male,64.2,1.69,22.478204544658805,26.05501177677784,2.71,3.96,Advanced,HIIT,Keto,185.57,73.37,48.98,1815.0,0.6026565341647181,1.1428348909657322,47.47268243930863,-599.8400000000001,2414.84,337.86,Medium,0
21.47,Female,60.41,1.7,20.903114186851212,24.0674071956292,2.69,4.97,Advanced,Cardio,Balanced,392.57,157.12,104.55,1771.0,0.6000397407679139,2.6008938917397786,45.8708793131204,-288.1999999999998,2059.2,367.56,Very High,0
